Date,Top_1,Top_2,Top_3,Top_4,Top_5,Top_6,Top_7,Top_8,Top_9,Top_10,Top_11,Top_12,Top_13,Top_14,Top_15,Top_16,Top_17,Top_18,Top_19,Top_20,Top_21,Top_22,Top_23,Top_24,Top_25,Top_26,Top_27,Top_28,Top_29,Top_30,Top_31,Top_32,Top_33,Top_34,Top_35,Top_36,Top_37,Top_38,Top_39,Top_40,Top_41,Top_42,Top_43,Top_44,Top_45,Top_46,Top_47,Top_48,Top_49,Top_50,Top_51,Top_52,Top_53,Top_54,Top_55,Top_56,Top_57,Top_58,Top_59,Top_60,Top_61,Top_62,Top_63,Top_64,Top_65,Top_66,Top_67,Top_68,Top_69,Top_70,Top_71,Top_72,Top_73,Top_74,Top_75,Top_76,Top_77,Top_78,Top_79,Top_80,Top_81,Top_82,Top_83,Top_84,Top_85,Top_86,Top_87,Top_88,Top_89,Top_90,Top_91,Top_92,Top_93,Top_94,Top_95,Top_96,Top_97,Top_98,Top_99,Top_100,Top_101,Top_102,Top_103,Top_104,Top_105,Top_106,Top_107,Top_108,Top_109,Top_110,Top_111,Top_112,Top_113,Top_114,Top_115,Top_116,Top_117,Top_118,Top_119,Top_120,Top_121,Top_122,Top_123,Top_124,Top_125,Top_126,Top_127,Top_128,Top_129,Top_130,Top_131,Top_132,Top_133,Top_134,Top_135,Top_136,Top_137,Top_138,Top_139,Top_140,Top_141,Top_142,Top_143,Top_144,Top_145,Top_146,Top_147,Top_148,Top_149,Top_150,Top_151,Top_152,Top_153,Top_154,Top_155,Top_156,Top_157,Top_158,Top_159,Top_160,Top_161,Top_162,Top_163,Top_164,Top_165,Top_166,Top_167,Top_168,Top_169,Top_170,Top_171,Top_172,Top_173,Top_174,Top_175,Top_176,Top_177,Top_178,Top_179,Top_180,Top_181,Top_182,Top_183,Top_184,Top_185,Top_186,Top_187,Top_188,Top_189,Top_190,Top_191,Top_192,Top_193,Top_194,Top_195,Top_196,Top_197,Top_198,Top_199,Top_200
14-11-2020,"('Bad Bunny & Jhay Cortez', 'Dakiti')","('Master KG Feat. Nomcebo Zikode', 'Jerusalema')","('Capone', 'Streets Favorite')","('KAROL G', 'BICHOTA')","('Silvestre Dangond', 'Las Locuras Mías')","('Maluma Feat. Lenny Tavárez & Justin Quiles', 'Parce')","('Camilo', 'Vida de Rico')","('Farruko', 'La Tóxica')","('Ozuna & Camilo', 'Despeinada')","('Manuel Turizo, Rauw Alejandro & Myke Towers', 'La Nota')","('Wizkid', 'Joro')","('Jerry Di', 'Mi Cuarto')","('Tanczaca Krowa', 'Tylko Jedno W Głowie Mam')","('Sebastián Yatra & Guaynaa', 'Chica Ideal')","('Los Legendarios, Myke Towers & Wisin', 'Mi Niña')","('Shocking Blue', 'Venus')","('Sech, Daddy Yankee & J Balvin Feat. ROSALÍA & Farruko', 'Relación (Remix)')","('Fousheé', 'Deep End')","('Jay Wheeler & DJ Nelson Feat. Myke Towers', 'La Curiosidad')","('The Black Eyed Peas', 'Pump It')","('Kevin Roldan, Bryant Myers & Lyanno', 'Hasta Abajo')","('The Weeknd', 'Blinding Lights')","('Peggy Lee', 'Fever')","('Maluma', 'Hawái')","('Justin Quiles', 'Jeans')","('Ozuna, J Balvin & Chencho Corleone', 'Una Locura')","('24kGoldn Feat. iann dior', 'Mood')","('Aaron Smith Feat. Luvli', 'Dancin (Krono Remix)')","('Laura Pausini', 'Io sì (Seen) [From The Life Ahead (La vita davanti a sé)]')","('Luis Alberto Posada', 'El Precio De Tu Error')","('Carin Leon', 'Tú')","('Adso Alejandro', 'Como Si Nada')","('Serge Feat. KID FLEX', 'Seguro Te Pierdo')","('Remi Wolf', 'Photo ID')","('BTS', 'Dynamite')","('Rauw Alejandro Feat. Chencho', 'El Efecto')","('The Neighbourhood', 'Sweater Weather')","('SoulChef Feat. Nieve', 'Write This Down')","('Ozuna, KAROL G & Myke Towers', 'Caramelo (Remix)')","('Binomio De Oro De América', 'Realízame Mis Sueños')","('Lele Pons & Guaynaa', 'Se Te Nota')","('Jowell & Randy & J Balvin', 'Anaranjado')","('J. Balvin, Dua Lipa, Bad Bunny & Tainy', 'UN DIA (ONE DAY)')","('Grover Washington Jr.', 'Just The Two Of Us')","('Jamby El Favo', 'Hoy')","('Chema Rivas', 'Entre Tú y Yo')","('Farruko, Sech & Myke Towers Feat. Jay Wheeler & Tempo', 'La Tóxica (Remix)')","('Tones And I', 'Dance Monkey')","('Marbelle', 'Adicta al Dolor')","('MGMT', 'Little Dark Age')","('Sub Urban', 'Cradles')","('Clairo', 'Sofia')","('Capital Cities', 'Safe And Sound')","('KAROL G', 'Ay, DiOs Mío!')","('Curtis Waters Feat. Harm Franklin', ""Stunnin'"")","('SAINt JHN', 'Roses (Imanbek Remix)')","('F.Physical & A. Doremi & Sax P', 'La Banda (F. Physical Club Mix)')","('Paris Boy', 'Problemas')","('Fleetwood Mac', 'Dreams')","('Navigator', 'Ragga Tonseh')","('Rauw Alejandro & Anuel AA', 'Reloj')","('Marcos Menchaca', 'Viernes 13')","('La Combinación Vallenata', 'A Pesar de Todo')","('The Black Eyed Peas', 'Where Is The Love?')","('Sech & J Balvin', 'La Luz')","('C. Tangana Feat. Niño de Elche & La Hungara', 'Tú Me Dejaste De Querer')","('Flex', 'Te Quiero (Dan West & Johnson Remix)')","('Джаро & Ханза', 'Ты мой кайф')","('Feid & Ñejo', 'FERXXO X ÑEJO')","('Weezer', 'Take On Me')","('Los Inquietos', 'Ven A Mi')","('J. Balvin', 'Azul')","('Coolio Feat. L.V.', ""Gangsta's Paradise"")","('Rauw Alejandro, Dalex & Lenny Tavárez Feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles', 'Elegí (Remix)')","('Bruno Mars', 'Locked Out Of Heaven')","('Lewis Capaldi', 'Someone You Loved')","('Daft Punk', 'Digital Love')","('Christian Nodal', 'Aquí Abajo')","('Tainy & J Balvin', 'Agua (Music From Sponge On The Run"" Movie)""')","('Rauw Alejandro & Camilo', 'Tattoo (Remix with Camilo)')","('Ashnikko', 'Daisy')","('Dua Lipa', ""Don't Start Now"")","('Justin Bieber & benny blanco', 'Lonely')","('Jay-Z Feat. Alicia Keys', 'Empire State Of Mind')","('Jay Wheeler & DJ Nelson', 'Dime Que Si (Unplugged)')","('Rihanna Feat. Jay-Z', 'Umbrella')","('Los Inquietos Del Vallenato', 'Me Matará El Sentimiento')","('Carlos Vives', 'Cumbiana')","('Becky G', 'Shower')","('Sam Smith', 'Diamonds')","('Powfu', 'death bed (feat. beabadoobee) [coffee for your head]')","('Boza', ""Hecha Pa' Mi"")","('Pipe Bueno Feat. Jessi Uribe', 'Se Te Nota')","('Rihanna', 'Desperado')","('Rauw Alejandro & J Balvin', 'De Cora <3')","('ZAYN Feat. Sia', 'Dusk Till Dawn')","('Joey Montana, Greeicy & Cali Y El Dandee', 'Desesperado (Voy A Tomar)')","('Grandson', 'Blood//Water')","('Nio García & Casper Mágico', 'Travesuras')","('Kaleo', 'Way Down We Go')","('Los Gigantes Del Vallenato', 'Despues Del Adios')","('The Vogues', ""You're The One"")","('Maluma & Myke Towers', 'Madrid')","('Mike Bahía, Llane & PJ Sin Suela Feat. Mozart La Para', 'Cuenta Conmigo')","('Gotye Feat. Kimbra', 'Somebody That I Used To Know')","('Banda Los Recoditos', 'Mi Último Deseo')","('Yiyo Sarante', 'Corazón De Acero')","('Blondie', 'Heart Of Glass')","('Pop Smoke', 'What You Know Bout Love')","('Grupo Niche', 'Algo Que Se Quede')","('Surf Mesa Feat. Emilee', 'ily (i love you baby)')","('Lowe Leon & Edoardo Del Toro', 'El Cabrón')","('Anna Hauss, Robert Wienröder & William Horberg', ""I Can't Remember Love (Music from the Netflix Limited Series the Queen's Gambit)"")","('Harry Styles', 'Watermelon Sugar')","('Miley Cyrus', 'Heart Of Glass (Live from the iHeart Music Festival)')","('blackbear', 'Hot Girl Bummer')","('Stromae', 'Alors On Danse')","('Milky Chance', 'Stolen Dance')","('Lewis Capaldi', 'Someone You Loved - Lambada Francesa (Dj Keflem O Dj Das Comitivas Remix)')","('David Guetta & Sia', ""Let's Love"")","('Maluma', 'ADMV')","('Prince Royce', 'Rechazame')","('Espinoza Paz', 'Soltero Feliz')","('Labrinth', ""Still Don't Know My Name"")","('Eminem', 'Without Me')","('Ariana Grande', 'pov')","('Los Diablitos', 'No Te Vayas')","('Lewis Capaldi', 'Before You Go')","('Jawsh 685 & Jason Derulo', 'Savage Love (Laxed - Siren Beat)')","('İsyan Tetick', 'Patlamaya Devam')","('Llane & Manuel Turizo', 'Será')","('salem ilese', 'Mad at Disney')","('Black Eyed Peas, Nicky Jam & Tyga', 'VIDA LOCA')","('Rodolfo Aicardi & Los Hispanos', 'Olvidemos El Pasado')","('Selena Gomez', 'Love You Like A Love Song (Midnight Sun Male Version)')","('Master KG Feat. Micro Tdh, Greeicy & Nomcebo Zikode', 'Jerusalema [Remix]')","('Savage', 'Swing')","('Metro Boomin Feat. Gunna', 'Space Cadet')","('Cardi B Feat. Megan Thee Stallion', 'WAP')","('Frankie Ruiz', 'Deseándote')","('James Arthur', 'Train Wreck')","('Nio Garcia & Casper Magico Feat. Brray & Juanka', 'La Jeepeta (Remix)')","('Maluma & The Weeknd', 'Hawái (Remix)')","('Christian Nodal', 'De Los Besos Que Te Di')","('The Strumbellas', 'Spirits')","('Willow', 'Wait A Minute!')","('Juan Manuel Lebron', 'Ella Y Tu')","('Opus', 'Live Is Life')","('Jeeiph', 'Bonita')","('Billie Eilish & Khalid', 'Lovely')","('Aya Nakamura', 'Djadja')","('Imagine Dragons', 'Believer')","('Macklemore & Ryan Lewis Feat. Wanz', 'Thrift Shop')","('Andreina Feat. Nelson Velásquez', 'Ven a Mi')","('Octavian & Skepta', 'Papi Chulo')","('Twenty One Pilots', 'Hometown')","('Dejota2021 & Yera', 'Calor (Remix)')","('Vance Joy', 'Riptide')","('Bee Gees', ""Stayin' Alive"")","('Kina', 'Get You The Moon')","('Doja Cat', 'Say So')","('Hozier', 'Take Me To Church')","('MC Nick', 'Mete Com Força')","('UB40', 'Kingston Town')","('Eurythmics', 'Sweet Dreams (Are Made Of This)')","('Sech', 'Relación')","('Billie Eilish', 'Therefore I Am')","('Bizzey Feat. Jozo & Kraantje Pappie', 'Traag')","('Foster The People', 'Pumped Up Kicks')","('Ariana Grande', 'positions')","('Blackbear', ""Fashion Week (It's Different Remix)"")","('Ed Sheeran', 'Perfect')","('Eddie Santiago', 'Cada Vez Otra Vez')","('Lil Wayne Feat. Drake & Future', 'Love Me')","('Luis Alberto Posada', 'Me Tomas Y Me Dejas')","('Super Yei Feat. Towy, Osquel, Beltito & Sammy & Falsetto', 'Lean')","(""N'Klabe Feat. Elysanij"", 'Me Enamore Como Nunca')","('Massianello & DJ Goozo Feat. Susan Díaz', 'Enseñame A Soñar')","('Feid, J. Balvin, Maluma, Nicky Jam, Sech & Justin Quiles', 'PORFA (Remix)')","('Gym Class Heroes Feat. Adam Levine', 'Stereo Hearts')","('Adolescentes Orquesta', 'Virgen')","('Bad Bunny', 'Si Estuviésemos Juntos')","('Post Malone', 'Circles')","('Manuel Turizo', 'Quiéreme Mientras Se Pueda')","('Gracie Abrams', 'Stay')","('4 Non Blondes', ""What's Up?"")","('Ali Gatie', ""It's You"")","('MORGENSHTERN', 'ICE')","('Edith Whiskers', 'Home')","('Christian Nodal', 'Adiós Amor')","('Tears For Fears', 'Everybody Wants To Rule The World')","('Jack Stauber', 'Buttercup')","('Topic & A7S', 'Breaking Me')","('Los Diablitos', 'Déjala')","('Else', 'Paris')","('Marion Cotillard', 'Team')","('Los Golden Boys', 'La Tanda de los Escamosos: el Baile del Pirulino (Pirulino) / Tabaco y Ron / Hace un Mes')","('Cali Y El Dandee & Danna Paola', 'Nada (Acústica)')","('Grupo Galé', 'Ya No Te Puedo Amar')","('Meghan Trainor', 'No')"
21-11-2020,"('Bad Bunny & Jhay Cortez', 'Dakiti')","('BTS', 'Life Goes On')","('Master KG Feat. Nomcebo Zikode', 'Jerusalema')","('KAROL G', 'BICHOTA')","('BTS', 'Dynamite')","('Boza', ""Hecha Pa' Mi"")","('Silvestre Dangond', 'Las Locuras Mías')","('Laura Pausini', 'Io sì (Seen) [From The Life Ahead (La vita davanti a sé)]')","('Manuel Turizo, Rauw Alejandro & Myke Towers', 'La Nota')","('Capone', 'Streets Favorite')","('Ozuna & Camilo', 'Despeinada')","('Camilo', 'Vida de Rico')","('Maluma Feat. Lenny Tavárez & Justin Quiles', 'Parce')","('The Weeknd', 'Blinding Lights')","('Tanczaca Krowa', 'Tylko Jedno W Głowie Mam')","('Rauw Alejandro & Anuel AA', 'Reloj')","('Farruko', 'La Tóxica')","('Los Legendarios, Myke Towers & Wisin', 'Mi Niña')","('Grover Washington Jr.', 'Just The Two Of Us')","('The Black Eyed Peas', 'Pump It')","('Jerry Di', 'Mi Cuarto')","('Sebastián Yatra & Guaynaa', 'Chica Ideal')","('Wizkid', 'Joro')","('Maroon 5', 'Girls Like You')","('SZA & Justin Timberlake', 'The Other Side')","('Fousheé', 'Deep End')","('24kGoldn Feat. iann dior', 'Mood')","('Justin Quiles', 'Jeans')","('Shocking Blue', 'Venus')","('Carin Leon', 'Tú')","('Jay Wheeler & DJ Nelson Feat. Myke Towers', 'La Curiosidad')","('Sech, Daddy Yankee & J Balvin Feat. ROSALÍA & Farruko', 'Relación (Remix)')","('C. Tangana Feat. Niño de Elche & La Hungara', 'Tú Me Dejaste De Querer')","('SAINt JHN', 'Roses (Imanbek Remix)')","('Billie Eilish', 'Therefore I Am')","('Kevin Roldan, Bryant Myers & Lyanno', 'Hasta Abajo')","('Ozuna, J Balvin & Chencho Corleone', 'Una Locura')","('Maluma', 'Hawái')","('Marbelle', 'Adicta al Dolor')","('Peggy Lee', 'Fever')","('Adso Alejandro', 'Como Si Nada')","('SoulChef Feat. Nieve', 'Write This Down')","('Run-DMC', ""It's Tricky"")","('Jamby El Favo', 'Hoy')","('Sincerely Collins Feat. Disashi Of Gym Class Heroes', 'Prosper Season')","('The Neighbourhood', 'Sweater Weather')","('J. Balvin, Dua Lipa, Bad Bunny & Tainy', 'UN DIA (ONE DAY)')","('Serge Feat. KID FLEX', 'Seguro Te Pierdo')","('Rauw Alejandro Feat. Chencho', 'El Efecto')","('Binomio De Oro De América', 'Realízame Mis Sueños')","('Lele Pons & Guaynaa', 'Se Te Nota')","('Aaron Smith Feat. Luvli', 'Dancin (Krono Remix)')","('Ozuna, KAROL G & Myke Towers', 'Caramelo (Remix)')","('Farruko, Sech & Myke Towers Feat. Jay Wheeler & Tempo', 'La Tóxica (Remix)')","('BTS', 'Blue & Grey')","('BTS', 'Telepathy')","('Tones And I', 'Dance Monkey')","('BTS', 'Dis-ease')","('Jowell & Randy & J Balvin', 'Anaranjado')","('Dua Lipa Feat. DaBaby', 'Levitating')","('MGMT', 'Little Dark Age')","('Jawsh 685 & Jason Derulo', 'Savage Love (Laxed - Siren Beat)')","('BTS', 'Fly to My Room')","('Remi Wolf', 'Photo ID')","('Christian Nodal', 'Aquí Abajo')","('Bruno Mars', 'Count On Me')","('Lewis Capaldi', 'Before You Go')","('Luis Alberto Posada', 'El Precio De Tu Error')","('Dua Lipa', ""Don't Start Now"")","('Justin Bieber & benny blanco', 'Lonely')","('Clairo', 'Sofia')","('Felipe Peláez Feat. Mr. Black El Presidente', 'Te Tengo Ganas')","('Coolio Feat. L.V.', ""Gangsta's Paradise"")","('Feid & Ñejo', 'FERXXO X ÑEJO')","('Paris Boy', 'Problemas')","('KAROL G', 'Ay, DiOs Mío!')","('Doja Cat', 'Say So')","('Capital Cities', 'Safe And Sound')","('Stromae', 'Alors On Danse')","('Banda Los Recoditos', 'Mi Último Deseo')","('Curtis Waters Feat. Harm Franklin', ""Stunnin'"")","('Lil Wayne Feat. Drake & Future', 'Love Me')","('BTS', 'Stay')","('Carlos Rivera & Maluma', '100 Años')","('Maroon 5', ""Don't Wanna Know"")","('Migrantes & Alico', 'Si Me Tomo Una Cerveza')","('Christian Nodal & Ángela Aguilar', 'Dime Cómo Quieres')","('Carlos Vives', 'Cumbiana')","('Gym Class Heroes', ""Cupid's Chokehold (Slowed Version)"")","('Fleetwood Mac', 'Dreams')","('Justin Bieber Feat. Quavo', 'Intentions')","('Джаро & Ханза', 'Ты мой кайф')","('Chema Rivas', 'Entre Tú y Yo')","('Bruno Mars', 'Locked Out Of Heaven')","('Los Inquietos', 'Ven A Mi')","('J. Balvin', 'Azul')","('Nio García & Casper Mágico', 'Travesuras')","('Lewis Capaldi', 'Someone You Loved')","('Nicky Jam & Myke Towers', 'Polvo')","('Grandson', 'Blood//Water')","('Selena Gomez', 'Love You Like A Love Song (Midnight Sun Male Version)')","('Rauw Alejandro & Camilo', 'Tattoo (Remix with Camilo)')","('Sech & J Balvin', 'La Luz')","('Sub Urban', 'Cradles')","('SAEL, Manuel Turizo & Feid', 'Pase Lo Que Pase (Remix)')","('F.Physical & A. Doremi & Sax P', 'La Banda (F. Physical Club Mix)')","('Joey Montana, Greeicy & Cali Y El Dandee', 'Desesperado (Voy A Tomar)')","('Justin Bieber Feat. Chance The Rapper', 'Holy')","('Yiyo Sarante', 'Corazón De Acero')","('Prince Royce', 'Rechazame')","('Navigator', 'Ragga Tonseh')","('Ashnikko', 'Daisy')","('George Michael', 'Careless Whisper')","('Gotye Feat. Kimbra', 'Somebody That I Used To Know')","('James Arthur', 'Train Wreck')","('Jay-Z Feat. Alicia Keys', 'Empire State Of Mind')","('Miley Cyrus', 'Heart Of Glass (Live from the iHeart Music Festival)')","('Harry Styles', 'Watermelon Sugar')","('Romualdo Brito', 'Mi Presidio')","('Eminem', 'Without Me')","('Shawn Mendes & Justin Bieber', 'Monster')","('Powfu', 'death bed (feat. beabadoobee) [coffee for your head]')","('Flex', 'Te Quiero (Dan West & Johnson Remix)')","('Rihanna', 'Desperado')","('Jay Wheeler & DJ Nelson', 'Dime Que Si (Unplugged)')","('The Weeknd', 'In Your Eyes')","('ZAYN Feat. Sia', 'Dusk Till Dawn')","('Rauw Alejandro, Dalex & Lenny Tavárez Feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles', 'Elegí (Remix)')","('Becky G', 'Shower')","('Llane & Manuel Turizo', 'Será')","('Marion Cotillard', 'Team')","('Los Gigantes Del Vallenato', 'Despues Del Adios')","('Espinoza Paz', 'Soltero Feliz')","('Lowe Leon & Edoardo Del Toro', 'El Cabrón')","('La Combinación Vallenata', 'A Pesar de Todo')","('Mike Bahía, Llane & PJ Sin Suela Feat. Mozart La Para', 'Cuenta Conmigo')","('A-Ha', 'Take On Me')","('Anuel AA', 'El Manual')","('Anuel AA', 'Me Contagie 2')","('David Guetta & Sia', ""Let's Love"")","('Edith Whiskers', 'Home')","('Pipe Bueno Feat. Jessi Uribe', 'Se Te Nota')","('Foster The People', 'Pumped Up Kicks')","('The Black Eyed Peas', 'Where Is The Love?')","('The Weeknd', 'Save Your Tears')","('Grupo Niche', 'Algo Que Se Quede')","('Labrinth', ""Still Don't Know My Name"")","('Gym Class Heroes Feat. Adam Levine', 'Stereo Hearts')","('Maluma & Myke Towers', 'Madrid')","('Black Eyed Peas, Nicky Jam & Tyga', 'VIDA LOCA')","('Fugees', 'Killing Me Softly With His Song')","('Miley Cyrus', 'Midnight Sky')","('Sam Smith', 'Diamonds')","('DJ Fle', 'Toco el Cielo')","('Blondie', 'Heart Of Glass')","('Ariana Grande', 'positions')","('Maluma', 'ADMV')","('Ed Sheeran', 'Perfect')","('Los Inquietos Del Vallenato', 'Me Matará El Sentimiento')","('Kaleo', 'Way Down We Go')","('Olivia Dean', 'Echo')","('J. Balvin', 'Rojo')","('Maroon 5 Feat. Cardi B', 'Girls Like You')","('347aidan', 'Dancing in My Room')","('İsyan Tetick', 'Patlamaya Devam')","('Rihanna Feat. Jay-Z', 'Umbrella')","('blackbear', 'Hot Girl Bummer')","('Cardi B Feat. Megan Thee Stallion', 'WAP')","('Studio Killers', 'Jenny')","('Taron Egerton', ""I'm Still Standing"")","('MC Nick', 'Mete Com Força')","('Kany García & Camilo', 'Titanic')","('4 Non Blondes', ""What's Up?"")","('Milky Chance', 'Stolen Dance')","('Aya Nakamura', 'Djadja')","('Dua Lipa', 'Break My Heart')","('Yma Sumac', 'Gopher')","('Popp Hunna', 'Adderall (Corvette Corvette)')","('Hozier', 'Take Me To Church')","('Plan B', 'Choca')","('Vance Joy', 'Riptide')","('Tainy & J Balvin', 'Agua (Music From Sponge On The Run"" Movie)""')","('Alejandro Fernández & Calibre 50', 'Decepciones')","('Metro Boomin Feat. Gunna', 'Space Cadet')","('Eddie Santiago', 'Cada Vez Otra Vez')","('Passenger', 'Let Her Go')","('Hippie Sabotage', 'Devil Eyes')","('Post Malone', 'Circles')","('Twenty One Pilots', 'Hometown')","('J Alvarez', 'Perreo Solido')","('Dejota2021 & Yera', 'Calor (Remix)')","('Christian Nodal', 'De Los Besos Que Te Di')","('Lonely God', 'Marlboro Nights')","('Los Diablitos', 'No Te Vayas')","('Frankie Ruiz', 'Deseándote')","('Nio Garcia & Casper Magico Feat. Brray & Juanka', 'La Jeepeta (Remix)')","('Anna Hauss, Robert Wienröder & William Horberg', ""I Can't Remember Love (Music from the Netflix Limited Series the Queen's Gambit)"")","('Juan Manuel Lebron', 'Ella Y Tu')","('Bee Gees', ""Stayin' Alive"")","('Bag Raiders', 'Shooting Stars')"
